id,sem1_book_every_mon1,sem1_book_every_mon9,sem1_book_every_mon10,sem1_book_every_mon11,sem1_book_every_mon12,sem1_book_every_type1,sem1_book_every_type2,sem1_book_every_type3,sem1_book_every_type4,sem1_book_every_type5,sem1_book_every_type6,sem1_book_every_type7,sem1_book_every_type8,sem1_book_every_type9,sem1_book_every_type10,sem1_book_every_type11,sem1_book_every_type12,sem1_book_every_type13,sem1_book_every_type14,sem1_book_every_type15,sem1_book_every_type16,sem1_book_every_type17,sem1_book_every_type18,sem1_book_every_type19,sem1_book_every_type20,sem1_book_every_type21,sem1_book_every_type22,sem1_book_every_type23,sem1_book_every_type24,sem1_book_every_type25,sem1_book_every_type26,sem1_book_every_type27,sem1_book_every_type28,sem1_book_every_type29,sem1_book_every_type30,sem1_book_every_type31,sem1_book_every_type32,sem1_book_every_type33,sem1_book_every_type34,sem1_book_every_type35,sem1_book_every_type36,sem1_book_every_type37,sem1_book_every_type38,sem1_book_every_type39,sem1_book_every_type40,sem1_book_every_type41,sem1_book_every_type42,sem1_library_every_mon1,sem1_library_every_mon9,sem1_library_every_mon10,sem1_library_every_mon11,sem1_library_every_mon12,sem1_library_every_hour7,sem1_library_every_hour8,sem1_library_every_hour9,sem1_library_every_hour10,sem1_library_every_hour11,sem1_library_every_hour12,sem1_library_every_hour13,sem1_library_every_hour14,sem1_library_every_hour15,sem1_library_every_hour16,sem1_library_every_hour17,sem1_library_every_hour18,sem1_library_every_hour19,sem1_library_every_hour20,sem1_library_every_hour21,sem1_library_every_hour22,sem1_consume_every_pos_shitang,sem1_consume_every_pos_jiaotong,sem1_consume_every_pos_chaoshi,sem1_consume_every_pos_sushe,sem1_consume_every_pos_jiaoshi,sem1_consume_every_pos_tushuguan,sem1_consume_every_pos_dayin,sem1_consume_every_mon1,sem1_consume_every_mon9,sem1_consume_every_mon10,sem1_consume_every_mon11,sem1_consume_every_mon12,sem1_consume_every_hour0,sem1_consume_every_hour1,sem1_consume_every_hour2,sem1_consume_every_hour3,sem1_consume_every_hour4,sem1_consume_every_hour5,sem1_consume_every_hour6,sem1_consume_every_hour7,sem1_consume_every_hour8,sem1_consume_every_hour9,sem1_consume_every_hour10,sem1_consume_every_hour11,sem1_consume_every_hour12,sem1_consume_every_hour13,sem1_consume_every_hour14,sem1_consume_every_hour15,sem1_consume_every_hour16,sem1_consume_every_hour17,sem1_consume_every_hour18,sem1_consume_every_hour19,sem1_consume_every_hour20,sem1_consume_every_hour21,sem1_consume_every_hour22,sem1_consume_every_hour23,sem2_book_every_mon2,sem2_book_every_mon3,sem2_book_every_mon4,sem2_book_every_mon5,sem2_book_every_mon6,sem2_book_every_mon7,sem2_book_every_type1,sem2_book_every_type2,sem2_book_every_type3,sem2_book_every_type4,sem2_book_every_type5,sem2_book_every_type6,sem2_book_every_type7,sem2_book_every_type8,sem2_book_every_type9,sem2_book_every_type10,sem2_book_every_type11,sem2_book_every_type12,sem2_book_every_type13,sem2_book_every_type14,sem2_book_every_type15,sem2_book_every_type16,sem2_book_every_type17,sem2_book_every_type18,sem2_book_every_type19,sem2_book_every_type20,sem2_book_every_type21,sem2_book_every_type22,sem2_book_every_type23,sem2_book_every_type24,sem2_book_every_type25,sem2_book_every_type26,sem2_book_every_type27,sem2_book_every_type28,sem2_book_every_type29,sem2_book_every_type30,sem2_book_every_type31,sem2_book_every_type32,sem2_book_every_type33,sem2_book_every_type34,sem2_book_every_type35,sem2_book_every_type36,sem2_book_every_type37,sem2_book_every_type38,sem2_book_every_type39,sem2_book_every_type40,sem2_book_every_type41,sem2_book_every_type42,sem2_library_every_mon2,sem2_library_every_mon3,sem2_library_every_mon4,sem2_library_every_mon5,sem2_library_every_mon6,sem2_library_every_mon7,sem2_library_every_hour7,sem2_library_every_hour8,sem2_library_every_hour9,sem2_library_every_hour10,sem2_library_every_hour11,sem2_library_every_hour12,sem2_library_every_hour13,sem2_library_every_hour14,sem2_library_every_hour15,sem2_library_every_hour16,sem2_library_every_hour17,sem2_library_every_hour18,sem2_library_every_hour19,sem2_library_every_hour20,sem2_library_every_hour21,sem2_library_every_hour22,sem2_consume_every_pos_shitang,sem2_consume_every_pos_jiaotong,sem2_consume_every_pos_chaoshi,sem2_consume_every_pos_sushe,sem2_consume_every_pos_jiaoshi,sem2_consume_every_pos_tushuguan,sem2_consume_every_pos_dayin,sem2_consume_every_mon2,sem2_consume_every_mon3,sem2_consume_every_mon4,sem2_consume_every_mon5,sem2_consume_every_mon6,sem2_consume_every_mon7,sem2_consume_every_hour0,sem2_consume_every_hour1,sem2_consume_every_hour2,sem2_consume_every_hour3,sem2_consume_every_hour4,sem2_consume_every_hour5,sem2_consume_every_hour6,sem2_consume_every_hour7,sem2_consume_every_hour8,sem2_consume_every_hour9,sem2_consume_every_hour10,sem2_consume_every_hour11,sem2_consume_every_hour12,sem2_consume_every_hour13,sem2_consume_every_hour14,sem2_consume_every_hour15,sem2_consume_every_hour16,sem2_consume_every_hour17,sem2_consume_every_hour18,sem2_consume_every_hour19,sem2_consume_every_hour20,sem2_consume_every_hour21,sem2_consume_every_hour22,sem2_consume_every_hour23,sem3_book_every_mon1,sem3_book_every_mon9,sem3_book_every_mon10,sem3_book_every_mon11,sem3_book_every_mon12,sem3_book_every_type1,sem3_book_every_type2,sem3_book_every_type3,sem3_book_every_type4,sem3_book_every_type5,sem3_book_every_type6,sem3_book_every_type7,sem3_book_every_type8,sem3_book_every_type9,sem3_book_every_type10,sem3_book_every_type11,sem3_book_every_type12,sem3_book_every_type13,sem3_book_every_type14,sem3_book_every_type15,sem3_book_every_type16,sem3_book_every_type17,sem3_book_every_type18,sem3_book_every_type19,sem3_book_every_type20,sem3_book_every_type21,sem3_book_every_type22,sem3_book_every_type23,sem3_book_every_type24,sem3_book_every_type25,sem3_book_every_type26,sem3_book_every_type27,sem3_book_every_type28,sem3_book_every_type29,sem3_book_every_type30,sem3_book_every_type31,sem3_book_every_type32,sem3_book_every_type33,sem3_book_every_type34,sem3_book_every_type35,sem3_book_every_type36,sem3_book_every_type37,sem3_book_every_type38,sem3_book_every_type39,sem3_book_every_type40,sem3_book_every_type41,sem3_book_every_type42,sem3_library_every_mon1,sem3_library_every_mon9,sem3_library_every_mon10,sem3_library_every_mon11,sem3_library_every_mon12,sem3_library_every_hour7,sem3_library_every_hour8,sem3_library_every_hour9,sem3_library_every_hour10,sem3_library_every_hour11,sem3_library_every_hour12,sem3_library_every_hour13,sem3_library_every_hour14,sem3_library_every_hour15,sem3_library_every_hour16,sem3_library_every_hour17,sem3_library_every_hour18,sem3_library_every_hour19,sem3_library_every_hour20,sem3_library_every_hour21,sem3_library_every_hour22,sem3_consume_every_pos_shitang,sem3_consume_every_pos_jiaotong,sem3_consume_every_pos_chaoshi,sem3_consume_every_pos_sushe,sem3_consume_every_pos_jiaoshi,sem3_consume_every_pos_tushuguan,sem3_consume_every_pos_dayin,sem3_consume_every_mon1,sem3_consume_every_mon9,sem3_consume_every_mon10,sem3_consume_every_mon11,sem3_consume_every_mon12,sem3_consume_every_hour0,sem3_consume_every_hour1,sem3_consume_every_hour2,sem3_consume_every_hour3,sem3_consume_every_hour4,sem3_consume_every_hour5,sem3_consume_every_hour6,sem3_consume_every_hour7,sem3_consume_every_hour8,sem3_consume_every_hour9,sem3_consume_every_hour10,sem3_consume_every_hour11,sem3_consume_every_hour12,sem3_consume_every_hour13,sem3_consume_every_hour14,sem3_consume_every_hour15,sem3_consume_every_hour16,sem3_consume_every_hour17,sem3_consume_every_hour18,sem3_consume_every_hour19,sem3_consume_every_hour20,sem3_consume_every_hour21,sem3_consume_every_hour22,sem3_consume_every_hour23,sem1_rank,sem2_rank,sem3_rank
296,0,4,4,9,9,0,0,3,0,0,0,5,0,0,3,5,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,6,5,0,2,1,2,2,3,2,2,2,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,2,0,0,6,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,18,6,9,0,0,1,2,1,0,4,0,0,5,1,3,9,5,6,1,0,18.4,1,0,0,0,0,0,0,0,0,17.6,1.8,0,0,0,0,0,0,0,0,0.8,0,0,0,0,4.6,13,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,0,0,1,0,1,0,2,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,284,479
297,2,4,2,0,6,6,0,1,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,2,5,0,6,2,4,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,1,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,3,0,7,2,0,0,2,2,1,0,1,0,0,0,0,0,0,1030.36,4,119.28,69.23,1.14,11.9,0,7.8,286.16,282.68,250.97,314.25,94.05,0.01,0,0,0,0,0,0,139.56,56.69,12.93,0.88,255.13,249.24,9.42,20.2,4.19,10.13,221.93,163.91,10.83,11.63,40.57,22.26,6.4,3,10,10,6,17,3,3,5,0,0,2,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,7,11,43,4,19,1,5,1,15,6,1,0,11,6,25,5,2,0,0,1173.37,2,147.2,138.1,0.96,20.2,17.25,137.12,329.55,315.64,329.15,387.62,0.16,0,0,0,0,0.01,0,79.2,92.34,8.13,8.77,180.49,404.78,17.4,2.8,26.55,65.42,226.05,239.82,32.56,74.53,23.51,11.4,5.16,27,46,79
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1234.39,60,357.5,20.14,0,0,15,190,91.36,443.55,403.04,559.08,2,0,0,0,0,0,9.1,205.53,131.23,15.53,89.26,317.8,116.56,26.5,3.5,31,57.6,426.4,128.45,33.8,26.1,36.05,28.5,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1331.06,84,178.7,11.45,0,0,1.05,72.24,419.87,332.03,353.37,302.55,126.2,3.2,0,0,0,0,0,0,170.06,78.2,3.56,12.1,303.1,166,16.5,8,17,64.8,458,257.12,17,1,10.66,18.36,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1507.11,32,201.8,4.54,0,0,6.5,260.84,301.73,325.7,407.55,456.13,0.02,0,0,0,0,0,0,2.6,79.33,16.81,4.51,513.3,164.55,20.55,0,21.3,12,637.88,219.5,0.6,22.2,10.41,26.24,0.15,94,86,124
299,4,16,0,0,2,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,8,0,0,2,3,0,5,0,1,5,1,0,0,2,1,2,1,0,0,1394.32,4,710.5,88.11,0,27.8,15,288.68,569.13,462.7,480.5,438.72,3.93,0,0,0,0,0,3.03,162.79,114.19,34.5,134.21,469.26,206.88,53.06,3.27,10.72,55.53,550.9,146.9,75.88,140.44,41.72,25.05,7.47,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1637.71,5,538.5,83.6,0,0,0,50.43,464.04,561.49,433.92,535.23,219.7,0.01,0,0,0,0,0,0,137.05,40.23,9.28,68.7,614.96,242.5,25.5,1.5,29.4,101.1,553.06,255.48,103.4,35.4,10.2,32.41,4.63,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,0,0,1,1,0,0,0,1,1,0,2,2,0,1,0,2282.13,18,500,130.39,0.1,0.8,20.85,437.7,658.96,638.9,609.65,607.06,5.8,0,0,0,0,0,0,32.7,133.06,44.51,71.57,512.72,513.03,56.1,6.71,27.02,92.52,642.36,487.27,110.3,83.66,67.16,46.9,18.88,341,346,275
300,2,6,1,2,3,6,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,1,15,11,0,8,6,14,2,4,0,2,2,5,1,8,10,2,2,0,1522,0,614.3,52.84,0.15,58.8,65.65,381.55,436.66,426.13,531.93,537.47,0.02,0,0,0,0,0,10.21,70.55,53.78,25.32,37.03,388.15,465.19,93.88,27.4,35.02,89.73,304,398.49,28.16,81.16,83,120.96,1.69,3,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,39,26,38,4,0,9,17,22,0,1,0,1,16,6,0,22,37,5,1,0,1574.71,0,519.1,76.94,0.1,97.2,7.2,66.03,451.76,475.07,546.88,538.79,196.72,7.24,0,0,0,0,0,3.4,58.94,66.29,28.14,41.75,164.1,588.44,12.6,12.2,45.91,25.71,268.62,582.72,46.31,27.72,46.52,207.58,41.06,0,2,1,1,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,14,16,16,39,0,8,17,11,2,8,9,6,5,5,1,16,32,1,1,0,1771.75,0,676.1,82.22,1.43,24.5,18.25,388.09,498.61,493.86,549.07,644.62,3.91,0.4,0,0,0,0,0.81,90.28,125.23,40.72,1.73,200.6,603.62,69.2,15.44,76.27,48.59,360.39,535.91,43.68,19.8,182.26,142.8,12.61,262,157,106
301,0,9,0,14,9,21,3,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,1,0,0,0,0,1,1,1,0,1,0,0,1,2,2,1,0,1490.24,8,655.4,50.07,0.04,0,10.8,242.08,498.71,528.15,509.86,435.75,8.8,0,0,0,0,0,10.1,80.42,92.58,29.1,130.68,568.61,222.76,30.53,9,29.22,28.2,432.12,159.93,159,27.6,76.18,115.02,4.7,0,0,0,3,0,11,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,2,1,1,1,0,0,0,1,0,0,1,0,0,1148.68,1,273.4,59.81,0.01,7,0.15,21.2,410.24,248.01,411.75,282.82,116.03,1.8,0.7,0,0,0,0,1.53,76.64,112.46,9.6,47.8,319.62,302.7,32.5,33.2,32.7,19.01,200,171.22,14.8,33.9,33.02,43.42,3.43,0,8,6,1,0,2,0,2,0,0,5,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,0,0,1,0,1,1,1,0,1,2,2,0,0,0,0,1417.82,0,198.2,44.55,0.09,5.4,37.7,124.58,389.73,418.78,470.94,299.73,0,0,0,0,0,0,0,30.3,16.09,18.6,59.93,438.93,353.87,25.3,5.9,3.01,59.46,365.63,133.3,109.5,27.2,37.1,14.82,4.82,158,358,315
302,0,0,5,5,4,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,8,3,6,0,1,5,5,3,0,0,2,7,3,2,2,3,2,3,0,119.7,0,17,3.6,0.06,0,0.3,0,0,0,0,140.66,0,0,0,0,0,0,0,13.21,0,0,0,63.8,5.2,0,0,0,0.01,8.42,36.42,0,0,5.7,7.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,8,4,0,1,0,2,0,0,0,1,1,0,2,2,5,2,0,0,874.1,0,112.2,14.1,0,6.2,0,0,0,180.4,419.48,293.62,113.1,4.3,2.5,0,0,0,0,0,114.04,60.56,7.9,4.6,190.8,130.3,0.1,0.2,0,1.5,218.6,171.3,32.8,0,55.7,7.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1014.73,6,289.5,37.2,0.02,0,0,203.4,270.23,182.75,296.44,394.63,2.3,0.8,0,0,0,0,2.5,36.4,124.72,0.7,8,391.4,213.46,3.2,11.71,35.31,16.8,193.8,218.85,37.5,14.4,25.9,1.8,7.9,326,251,336
303,3,2,7,12,1,5,5,1,0,0,0,6,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,5,2,3,1,1,2,0,0,0,0,3,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,18,11,4,5,12,25,0,0,0,8,0,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,7,16,12,1,5,0,2,2,1,2,3,3,1,4,7,16,1,1,0,21.6,0,0,0.01,0.01,0,0,0,0,21.62,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,20,0,0,0,0,0,0,0,0,0.01,0,0.01,5,17,13,8,10,11,11,10,0,1,17,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,9,12,5,0,9,5,2,0,5,3,5,2,3,3,12,6,1,3,0,110.6,0,0,6.7,0.01,5.4,0,0,0,0,119.81,2.9,0,0,0,0,0,0,0,16.41,0,0,0,5.4,43.2,0,0,0,2.9,51,2.4,0,0,1.4,0,0,18,29,34
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,8,12,3,5,6,3,1,1,0,1,3,2,0,0,0,0,1,0,1488.94,0,924.8,30.48,0.1,50.3,0,334.84,785.48,424.22,452.3,497.78,0.7,0,0,0,0,0,5.1,127.74,143.14,97.56,55.71,519.32,227.55,60.4,7.43,50.9,99.6,299.64,255.69,68.92,169.34,225.83,69.38,10.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,19,13,10,3,0,9,3,5,6,5,1,7,8,2,1,6,4,0,1,0,1736.43,9,424.5,85.92,0.06,63.2,0,104.64,518.38,415.3,506.63,557,217.16,2.1,0.5,0,0,0,0,4.6,57.09,67.03,47.11,48,736.2,182.01,74.41,21.6,27.8,99.66,444.98,201.96,107.1,47.86,10.18,126.81,12.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,8,0,2,0,2,0,1,1,4,4,1,3,1,0,0,0,0,1639.57,0,340.6,73.51,0.12,12.5,0,206.06,658.83,398.13,458.3,344.98,0.01,0.01,0,0,0,0,0,29.7,76.2,10.5,41.5,661.65,137.58,9.31,5.51,11.78,95.65,481.57,277.51,19.18,35.88,56.02,111.24,5.5,513,429,465
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,463,527
306,0,2,3,9,0,6,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,19,6,6,1,9,8,14,3,3,3,1,3,3,4,1,6,1,0,0,45.4,0,0,0.76,0.01,10,0,0,0,56.17,0,0,0,0,0,0,0,0,0.03,2.6,0.03,0,10,29.4,0,0,0,0,0,2.9,11.2,0.01,0,0,0,0,1,9,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,7,3,36,17,3,5,8,4,3,8,2,6,6,8,10,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,6,14,18,0,7,7,3,5,8,9,1,0,1,6,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,168,188
307,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,1,0,0,2,2,4,1,0,0,1,0,0,1,2,0,0,0,894.81,0,609.6,64.04,0,0,0.45,191.03,34.8,489.18,453.91,399.98,1.6,0,0,0,0,0,6.4,69.11,8.01,12.27,32.58,198.02,250.71,1.01,2.13,50.19,150.17,293.58,155.8,142.31,39.22,148.31,6.5,0.98,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1170.31,6,444,122.44,0,0,0,45.11,195.79,450.53,503.95,406.6,140.77,0.7,1.3,0,1.4,0,0,4.4,89.93,67.4,3.02,18.65,342.4,200.4,14.3,20.72,1.82,62.61,489.06,169.42,94.24,75.65,76.22,4,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,0,2,2,0,1,4,2,3,2,0,1,1,1,2,0,0,1191,5,280.6,107.57,0,15,0.15,166.96,364.56,303.37,389.59,374.84,4.56,0,0,0,0,0,5.7,56.9,44.8,17.52,13.52,345,193.9,44.08,23.52,42.32,37.4,444.95,159.26,45.7,16.3,77.96,25.93,0,282,445,447
308,2,0,3,1,8,0,0,0,0,0,1,0,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,12,9,15,1,13,7,8,3,7,4,3,0,0,7,6,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,13,35,15,4,13,2,2,0,2,4,3,8,3,9,13,10,2,0,0,619.8,40,105.4,35.92,0.05,17.9,3.3,0,0,0,365.22,328.33,128.82,0,0,0,0,0,0,0.1,53.03,31.7,3.6,33.72,163.7,133.58,5.8,2.9,17.2,58.7,127.32,71.11,27.91,21,36.3,31.9,2.8,3,0,3,0,11,3,0,0,0,0,3,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,21,15,16,4,2,6,3,0,0,2,4,5,6,8,23,13,2,0,0,1488.88,59,263,127.79,0.86,17.1,11.7,239.4,474.37,370.42,465.28,418.86,0.37,0,0,0,0,0,4.12,102.3,68.31,25.47,37.56,439.18,320.71,25.94,10.57,43.66,86.47,358.82,230.57,109.4,39.9,49.55,11.29,4.14,382,324,227
